"","date","Close"
"1",2006-01-02,218.291367
"2",2006-01-03,217.261703
"3",2006-01-04,217.261703
"4",2006-01-05,216.232025
"5",2006-01-09,219.321045
"6",2006-01-10,224.469437
"7",2006-01-11,227.558456
"8",2006-01-12,228.588135
"9",2006-01-13,227.558456
"10",2006-01-16,225.4991
"11",2006-01-17,221.380402
"12",2006-01-18,217.261703
"13",2006-01-19,229.617813
"14",2006-01-20,225.4991
"15",2006-01-23,214.172668
"16",2006-01-24,217.261703
"17",2006-01-25,210.05397
"18",2006-01-26,210.05397
"19",2006-01-27,213.14299
"20",2006-01-30,216.232025
"21",2006-01-31,213.14299
"22",2006-02-01,217.261703
"23",2006-02-02,211.083633
"24",2006-02-03,216.232025
"25",2006-02-06,211.083633
"26",2006-02-07,205.935257
"27",2006-02-08,207.994614
"28",2006-02-09,221.380402
"29",2006-02-10,218.291367
"30",2006-02-13,221.380402
"31",2006-02-14,212.113312
"32",2006-02-15,210.05397
"33",2006-02-16,212.113312
"34",2006-02-17,207.994614
"35",2006-02-20,206.964935
"36",2006-02-21,210.05397
"37",2006-02-22,216.232025
"38",2006-02-23,217.261703
"39",2006-02-24,219.321045
"40",2006-02-27,220.350723
"41",2006-02-28,215.202347
"42",2006-03-01,222.41008
"43",2006-03-02,225.4991
"44",2006-03-03,223.439758
"45",2006-03-06,225.4991
"46",2006-03-07,221.380402
"47",2006-03-08,219.321045
"48",2006-03-09,215.202347
"49",2006-03-10,215.202347
"50",2006-03-13,218.291367
"51",2006-03-14,221.380402
"52",2006-03-15,224.469437
"53",2006-03-16,224.469437
"54",2006-03-17,223.439758
"55",2006-03-20,224.469437
"56",2006-03-21,223.439758
"57",2006-03-22,223.439758
"58",2006-03-23,223.439758
"59",2006-03-24,226.528778
"60",2006-03-27,226.528778
"61",2006-03-28,226.528778
"62",2006-03-29,229.617813
"63",2006-03-30,225.4991
"64",2006-03-31,224.469437
"65",2006-04-03,227.558456
"66",2006-04-04,230.647491
"67",2006-04-05,229.617813
"68",2006-04-06,229.617813
"69",2006-04-07,226.528778
"70",2006-04-10,223.439758
"71",2006-04-11,218.291367
"72",2006-04-12,217.261703
"73",2006-04-13,217.261703
"74",2006-04-18,209.024292
"75",2006-04-19,209.024292
"76",2006-04-20,209.024292
"77",2006-04-21,207.994614
