Date,Open,High,Low,Close,Adj Close,Volume
2020-05-05,2.475882,2.601706,2.309470,2.336529,2.336529,37661310
2020-05-06,2.351411,2.354117,2.301353,2.328411,2.328411,6512167
2020-05-07,2.329764,2.374411,2.328411,2.370353,2.370353,7605688
2020-05-08,2.375764,2.387941,2.333823,2.362235,2.362235,6376817
2020-05-11,2.375764,2.394705,2.348705,2.348705,2.348705,8858444
2020-05-12,2.355470,2.398764,2.340588,2.363588,2.363588,11279373
2020-05-13,2.382529,2.382529,2.332470,2.332470,2.332470,6086398
2020-05-14,2.332470,2.371705,2.304058,2.329764,2.329764,6128451
2020-05-15,2.327058,2.392000,2.324353,2.325705,2.325705,7451746
2020-05-18,2.356823,2.394705,2.325705,2.392000,2.392000,11127700
2020-05-19,2.408235,2.497529,2.324353,2.383882,2.383882,23555405
2020-05-20,2.375764,2.378470,2.302705,2.367647,2.367647,9325186
2020-05-22,2.351411,2.374411,2.285117,2.340588,2.340588,12184900
2020-05-25,2.362235,2.553000,2.343294,2.530000,2.530000,23716170
2020-05-26,2.543529,2.941294,2.538117,2.914235,2.914235,42662481
2020-05-27,2.935882,3.128000,2.906117,2.938588,2.938588,50195805
2020-05-28,2.814117,2.830353,2.492117,2.609823,2.609823,70614271
2020-05-29,2.619294,2.628764,2.412294,2.502941,2.502941,28797178
2020-06-01,2.570588,2.626058,2.516470,2.580058,2.580058,14427385
2020-06-02,2.455588,2.593588,2.435294,2.535411,2.535411,27358989
2020-06-03,2.551647,2.654470,2.501588,2.651764,2.651764,22802838
2020-06-04,2.699117,2.808706,2.654470,2.762706,2.762706,33416255
2020-06-05,2.816823,2.962941,2.773529,2.949411,2.949411,33546094
2020-06-08,2.949411,2.954823,2.751882,2.762706,2.762706,36834482
2020-06-09,2.792470,2.857411,2.561117,2.570588,2.570588,31917465
2020-06-10,2.570588,2.647706,2.470470,2.521882,2.521882,19186635
2020-06-11,2.481294,2.481294,2.387941,2.427176,2.427176,18991375
2020-06-12,2.387941,2.432588,2.310823,2.377117,2.377117,17613625
2020-06-15,2.421764,2.571941,2.302705,2.344647,2.344647,46347108
2020-06-16,2.358176,2.528647,2.346000,2.424470,2.424470,22952456
2020-06-17,2.489411,2.553000,2.433941,2.485353,2.485353,21494137
2020-06-18,2.465058,2.484000,2.392000,2.420411,2.420411,12181682
2020-06-22,2.461000,2.484000,2.386588,2.405529,2.405529,8654636
2020-06-23,2.435294,2.482647,2.398764,2.448823,2.448823,10498774
2020-06-24,2.450176,2.509706,2.443411,2.473176,2.473176,6677825
2020-06-25,2.462353,2.485353,2.389294,2.413647,2.413647,11585196
2020-06-26,2.462353,2.494823,2.379823,2.394705,2.394705,11252122
2020-06-29,2.394705,2.416353,2.335176,2.404176,2.404176,9589352
2020-06-30,2.404176,2.466411,1.926588,2.102470,2.102470,89831307
2020-07-01,2.082176,2.164705,2.013176,2.095705,2.095705,24598562
2020-07-02,2.099764,2.160647,2.088941,2.128176,2.128176,11613815
2020-07-03,2.129529,2.148470,2.094353,2.137647,2.137647,7306965
2020-07-06,2.164705,2.191764,2.151176,2.157941,2.157941,14794389
2020-07-07,2.164705,2.189058,2.124117,2.147117,2.147117,4878024
2020-07-08,2.164705,2.175529,2.130882,2.148470,2.148470,7259420
2020-07-09,2.164705,2.164705,2.113294,2.113294,2.113294,4634255
2020-07-10,2.106529,2.193117,2.044294,2.137647,2.137647,10896160
2020-07-13,2.156588,2.221529,2.156588,2.160647,2.160647,8031730
2020-07-14,2.160647,2.185000,2.151176,2.151176,2.151176,9388319
2020-07-15,2.172823,2.205294,2.156588,2.190411,2.190411,10011587
2020-07-16,2.203941,2.332470,2.197176,2.245882,2.245882,13666373
2020-07-17,2.286470,2.286470,2.199882,2.201235,2.201235,6063814
2020-07-20,2.197176,2.212058,2.132235,2.139000,2.139000,8547041
2020-07-21,2.140353,2.175529,2.097058,2.097058,2.097058,9592992
2020-07-22,2.118705,2.137647,2.090294,2.106529,2.106529,5288115
2020-07-23,2.130882,2.149823,2.114647,2.147117,2.147117,2594270
2020-07-24,2.147117,2.151176,2.086235,2.110588,2.110588,3204315
2020-07-27,2.110588,2.125470,2.070000,2.099764,2.099764,3260326
2020-07-28,2.102470,2.162000,2.101117,2.162000,2.162000,5589507
2020-07-29,2.162000,2.164705,2.116000,2.141705,2.141705,4594301
2020-07-30,2.159294,2.159294,2.111941,2.132235,2.132235,3775311
2020-07-31,2.132235,2.140353,2.111941,2.137647,2.137647,3074800
2020-08-03,2.137647,2.137647,2.102470,2.118705,2.118705,3592332
2020-08-04,2.120058,2.180941,2.118705,2.149823,2.149823,5475588
2020-08-05,2.144411,2.194470,2.118705,2.145764,2.145764,7267392
2020-08-06,2.145764,2.162000,2.114647,2.125470,2.125470,5660323
2020-08-07,2.125470,2.137647,2.040235,2.064588,2.064588,10927699
2020-08-10,2.019941,2.038882,1.921176,1.972588,1.972588,13850328
2020-08-11,1.961764,2.001000,1.949588,1.983411,1.983411,8761888
2020-08-12,1.988823,2.070000,1.956353,2.052411,2.052411,8976738
2020-08-13,2.067294,2.097058,2.045647,2.061882,2.061882,4075468
2020-08-14,2.083529,2.083529,1.972588,2.018588,2.018588,8464853
2020-08-17,2.002353,2.010470,1.971235,1.986117,1.986117,3747213
2020-08-18,1.933353,1.979353,1.739882,1.762882,1.762882,36341489
2020-08-19,1.758823,1.758823,1.587000,1.664117,1.664117,24615998
2020-08-20,1.654647,1.654647,1.603235,1.620823,1.620823,7590041
2020-08-21,1.623529,1.745294,1.623529,1.651941,1.651941,15527825
2020-08-24,1.666823,1.691176,1.637058,1.654647,1.654647,5747241
2020-08-25,1.657353,1.867058,1.654647,1.822411,1.822411,33287546
2020-08-26,1.853529,1.853529,1.743941,1.768294,1.768294,11469984
2020-08-27,1.838647,1.838647,1.762882,1.812941,1.812941,10354307
2020-08-28,1.815647,1.835941,1.780470,1.798058,1.798058,7504867
2020-08-31,1.812941,1.823764,1.758823,1.758823,1.758823,7249653
2020-09-01,1.812941,1.812941,1.748000,1.776411,1.776411,6610124
2020-09-02,1.773705,1.807529,1.750705,1.765588,1.765588,7326692
2020-09-03,1.789941,1.845411,1.777764,1.783176,1.783176,11491881
2020-09-04,1.799411,1.823764,1.769647,1.789941,1.789941,5974561
2020-09-07,1.792647,1.811588,1.765588,1.780470,1.780470,5400851
2020-09-08,1.785882,1.804823,1.756117,1.795353,1.795353,6795287
2020-09-09,1.812941,1.812941,1.746647,1.758823,1.758823,4922852
2020-09-10,1.762882,1.776411,1.726353,1.753411,1.753411,5358059
2020-09-11,1.753411,1.758823,1.731764,1.746647,1.746647,3124581
2020-09-14,1.758823,1.779117,1.731764,1.737176,1.737176,4593843
2020-09-15,1.772353,1.772353,1.727705,1.756117,1.756117,5691876
2020-09-16,1.746647,1.777764,1.729058,1.766941,1.766941,6680064
2020-09-17,1.758823,1.765588,1.742588,1.756117,1.756117,5109331
2020-09-18,1.756117,1.760176,1.718235,1.718235,1.718235,7067003
2020-09-21,1.718235,1.730411,1.664117,1.702000,1.702000,5532383
2020-09-22,1.719588,1.758823,1.672235,1.749353,1.749353,7658385
2020-09-23,1.749353,1.776411,1.695235,1.723647,1.723647,7702973
2020-09-24,1.723647,1.777764,1.697941,1.772353,1.772353,9728179
2020-09-25,1.772353,1.917117,1.760176,1.760176,1.760176,21115817
2020-09-28,1.750705,1.775058,1.656000,1.656000,1.656000,25060031
2020-09-29,1.950000,2.594000,1.838000,2.412000,2.412000,52531773
2020-09-30,2.494000,3.822000,2.250000,3.822000,3.822000,66253237
2020-10-01,3.466000,4.234000,3.128000,3.660000,3.660000,99395738
2020-10-02,3.024000,3.440000,2.640000,3.100000,3.100000,72355355
2020-10-05,2.900000,2.964000,2.614000,2.614000,2.614000,37039242
2020-10-06,2.630000,3.082000,2.630000,2.922000,2.922000,42552535
2020-10-07,2.918000,2.960000,2.702000,2.890000,2.890000,21530251
2020-10-08,2.890000,3.062000,2.888000,2.942000,2.942000,14991687
2020-10-09,2.946000,3.026000,2.830000,2.938000,2.938000,13903481
2020-10-12,2.936000,2.936000,2.684000,2.744000,2.744000,11564755
2020-10-13,2.740000,2.740000,2.202000,2.260000,2.260000,21263962
2020-10-14,2.206000,2.580000,2.014000,2.554000,2.554000,28320031
2020-10-15,2.448000,2.726000,2.250000,2.400000,2.400000,30630802
2020-10-16,2.390000,2.502000,2.174000,2.328000,2.328000,20287743
2020-10-19,2.268000,2.310000,2.184000,2.230000,2.230000,10116723
2020-10-20,2.248000,2.280000,2.120000,2.202000,2.202000,7375064
2020-10-21,2.202000,2.256000,1.975000,2.052000,2.052000,10859154
2020-10-22,2.052000,2.174000,1.885000,2.132000,2.132000,12790837
2020-10-23,2.122000,2.220000,2.050000,2.152000,2.152000,13499779
2020-10-26,2.126000,2.280000,2.082000,2.280000,2.280000,12368500
2020-10-27,2.280000,2.290000,2.080000,2.100000,2.100000,9808311
2020-10-28,2.100000,2.120000,1.943000,1.950000,1.950000,13566828
2020-10-29,1.940000,1.940000,1.809000,1.869000,1.869000,11626956
2020-10-30,1.806000,1.811000,1.563000,1.567000,1.567000,17842332
2020-11-02,1.575000,1.598000,1.281000,1.296000,1.296000,41894509
2020-11-03,0.953500,0.955500,0.832000,0.920000,0.920000,295024867
2020-11-04,0.924500,0.930000,0.840500,0.841500,0.841500,141875358
2020-11-05,0.844500,0.850000,0.748000,0.752000,0.752000,190439396
2020-11-06,0.755500,0.796500,0.750500,0.764000,0.764000,126308897
2020-11-09,0.795500,1.000000,0.758500,0.950500,0.950500,397439393
2020-11-10,1.000000,1.088000,0.965000,1.003000,1.003000,383252034
2020-11-11,1.050000,1.066000,1.005000,1.023000,1.023000,156019718
2020-11-12,1.070000,1.185000,1.069000,1.160000,1.160000,499418126
2020-11-13,1.180000,1.230000,1.115000,1.215000,1.215000,252144938
2020-11-16,1.252000,1.449000,1.251000,1.397000,1.397000,540416205
2020-11-17,1.450000,1.519000,1.302000,1.370000,1.370000,616224408
2020-11-18,1.390000,1.490000,1.337000,1.480000,1.480000,379184491
2020-11-19,1.490000,1.533000,1.446000,1.460000,1.460000,197635248
2020-11-20,1.472000,1.507000,1.462000,1.495000,1.495000,125727774
2020-11-23,1.512000,1.680000,1.508000,1.668000,1.668000,345464403
2020-11-24,1.721000,2.074000,1.720000,2.000000,2.000000,555849135
2020-11-25,2.134000,2.340000,1.723000,1.969000,1.969000,837337138
2020-11-26,1.916000,1.994000,1.685000,1.759000,1.759000,335968743
2020-11-27,1.800000,1.838000,1.725000,1.767000,1.767000,147532809
2020-11-30,1.752000,1.761000,1.524000,1.638000,1.638000,320726259
2020-12-01,1.624000,1.729000,1.560000,1.641000,1.641000,147005723
2020-12-02,1.670000,1.737000,1.502000,1.596000,1.596000,177144375
2020-12-03,1.468000,1.696000,1.382000,1.679000,1.679000,270841280
2020-12-04,1.680000,1.685000,1.531000,1.540000,1.540000,185813124
2020-12-07,1.542000,1.567000,1.447000,1.523000,1.523000,179953264
2020-12-08,1.561000,1.567000,1.496000,1.550000,1.550000,91797461
2020-12-09,1.570000,1.578000,1.544000,1.559000,1.559000,70855966
2020-12-10,1.564000,1.577000,1.524000,1.573000,1.573000,84820854
2020-12-11,1.587000,1.588000,1.533000,1.551000,1.551000,63675213
2020-12-14,1.500000,1.540000,1.467000,1.497000,1.497000,135587370
2020-12-15,1.490000,1.490000,1.431000,1.441000,1.441000,75751653
2020-12-16,1.446000,1.548000,1.436000,1.513000,1.513000,81272208
2020-12-17,1.539000,1.572000,1.496000,1.514000,1.514000,61098943
2020-12-18,1.530000,1.558000,1.495000,1.558000,1.558000,101639533
2020-12-21,1.529000,1.540000,1.456000,1.480000,1.480000,85408822
2020-12-22,1.494000,1.585000,1.483000,1.517000,1.517000,94422019
2020-12-23,1.550000,1.641000,1.517000,1.616000,1.616000,90601156
2020-12-28,1.734000,1.870000,1.700000,1.861000,1.861000,190141893
2020-12-29,1.899000,2.000000,1.713000,1.800000,1.800000,300619463
2020-12-30,null,null,null,null,null,null
2021-01-04,1.864000,1.890000,1.764000,1.790000,1.790000,101356150
2021-01-05,1.786000,1.786000,1.733000,1.743000,1.743000,44660539
2021-01-07,1.759000,1.802000,1.757000,1.763000,1.763000,79980464
2021-01-08,1.785000,1.820000,1.747000,1.765000,1.765000,83365045
2021-01-11,1.765000,1.767000,1.704000,1.710000,1.710000,52481492
2021-01-12,1.650000,1.724000,1.574000,1.670000,1.670000,87721054
2021-01-13,1.683000,1.728000,1.658000,1.695000,1.695000,46846319
2021-01-14,1.711000,1.767000,1.671000,1.740000,1.740000,72145804
2021-01-15,1.757000,1.765000,1.706000,1.715000,1.715000,55313269
2021-01-18,1.715000,1.720000,1.655000,1.684000,1.684000,50141139
2021-01-19,1.699000,1.738000,1.697000,1.698000,1.698000,46998988
2021-01-20,1.712000,1.727000,1.670000,1.670000,1.670000,37538194
2021-01-21,1.692000,1.721000,1.683000,1.687000,1.687000,41737492
2021-01-22,1.700000,1.707000,1.657000,1.660000,1.660000,46480962
2021-01-25,1.672000,1.672000,1.596000,1.631000,1.631000,47588009
2021-01-26,1.630000,1.673000,1.598000,1.657000,1.657000,40658749
2021-01-27,1.657000,1.692000,1.606000,1.615000,1.615000,41895303
2021-01-28,1.629000,1.673000,1.557000,1.645000,1.645000,65285986
2021-01-29,1.672000,1.709000,1.624000,1.687000,1.687000,52182311
2021-02-01,1.691000,1.700000,1.658000,1.675000,1.675000,32964386
2021-02-02,1.680000,1.730000,1.667000,1.686000,1.686000,42881865
2021-02-03,1.700000,1.729000,1.688000,1.720000,1.720000,30960474
2021-02-04,1.731000,1.738000,1.680000,1.680000,1.680000,42105045
2021-02-05,1.701000,1.718000,1.659000,1.682000,1.682000,45755815
2021-02-08,1.683000,1.694000,1.646000,1.660000,1.660000,48326940
2021-02-09,1.665000,1.713000,1.627000,1.670000,1.670000,53374374
2021-02-10,1.675000,1.689000,1.644000,1.653000,1.653000,26691214
2021-02-11,1.650000,1.712000,1.608000,1.702000,1.702000,81579147
2021-02-12,1.702000,1.708000,1.675000,1.708000,1.708000,39940664
2021-02-15,1.715000,1.759000,1.701000,1.755000,1.755000,56253504
2021-02-16,1.761000,1.827000,1.710000,1.733000,1.733000,73781991
2021-02-17,1.744000,1.774000,1.720000,1.750000,1.750000,55975554
2021-02-18,1.750000,1.762000,1.718000,1.739000,1.739000,35631065
2021-02-19,1.734000,1.784000,1.721000,1.781000,1.781000,62711743
2021-02-22,1.785000,1.810000,1.762000,1.810000,1.810000,42806310
2021-02-23,1.820000,1.917000,1.804000,1.820000,1.820000,113820671
2021-02-24,1.850000,1.960000,1.850000,1.940000,1.940000,112929766
2021-02-25,1.940000,2.060000,1.840000,1.858000,1.858000,164732609
2021-02-26,1.820000,1.900000,1.768000,1.814000,1.814000,70299845
2021-03-01,1.825000,1.919000,1.805000,1.910000,1.910000,70752717
2021-03-02,1.910000,1.941000,1.870000,1.870000,1.870000,62134215
2021-03-03,1.889000,1.983000,1.888000,1.974000,1.974000,83401759
2021-03-04,1.971000,2.040000,1.897000,1.913000,1.913000,81887199
2021-03-05,1.913000,1.967000,1.892000,1.923000,1.923000,47487835
2021-03-08,1.950000,1.980000,1.935000,1.980000,1.980000,45261260
2021-03-09,1.982000,2.018000,1.957000,1.974000,1.974000,51784470
2021-03-10,1.980000,1.997000,1.964000,1.971000,1.971000,38277854
2021-03-11,1.971000,1.977000,1.933000,1.958000,1.958000,37471153
2021-03-12,1.960000,1.975000,1.944000,1.960000,1.960000,28277423
2021-03-15,1.978000,1.978000,1.932000,1.944000,1.944000,51613816
2021-03-16,1.969000,2.010000,1.960000,1.968000,1.968000,64976446
2021-03-17,1.980000,1.993000,1.940000,1.966000,1.966000,51612656
2021-03-18,1.970000,1.992000,1.967000,1.986000,1.986000,40524459
2021-03-19,1.986000,1.995000,1.958000,1.990000,1.990000,43872030
2021-03-22,1.978000,1.979000,1.884000,1.900000,1.900000,71109238
2021-03-23,1.884000,1.898000,1.743000,1.753000,1.753000,75717292
2021-03-24,1.743000,1.855000,1.703000,1.835000,1.835000,47310531
2021-03-25,1.860000,1.878000,1.802000,1.840000,1.840000,34876406
2021-03-26,1.863000,1.876000,1.825000,1.840000,1.840000,31230174
2021-03-29,1.880000,1.932000,1.840000,1.905000,1.905000,47441254
2021-03-30,1.910000,2.038000,1.910000,1.999000,1.999000,69790657
2021-03-31,2.020000,2.070000,2.004000,2.012000,2.012000,53477038
2021-04-01,2.027000,2.065000,2.021000,2.065000,2.065000,23865822
2021-04-06,2.090000,2.207000,2.090000,2.134000,2.134000,142860821
2021-04-07,2.139000,2.193000,2.018000,2.034000,2.034000,92920466
2021-04-08,2.050000,2.060000,2.008000,2.030000,2.030000,39490332
2021-04-09,2.035000,2.088000,2.022000,2.029000,2.029000,31602632
2021-04-12,2.055000,2.068000,1.965000,1.976000,1.976000,51822520
2021-04-13,1.985500,2.044000,1.970000,1.983500,1.983500,40711528
2021-04-14,2.012000,2.041000,1.993500,2.002000,2.002000,26758627
2021-04-15,2.014000,2.047000,1.995000,1.999500,1.999500,34770853
2021-04-16,2.003000,2.031000,1.989000,2.019000,2.019000,26690194
2021-04-19,2.026000,2.090000,2.024000,2.058000,2.058000,50970910
2021-04-20,2.058000,2.059000,1.980500,1.985000,1.985000,44517847
